season,leagueName,teamName,total_games,won,drawn,lost,ht_won,ht_drawn,ht_lost,ht_ft_won,GF,GA,GD,points_per_game,GF_per_game,xG_per_game,GF_to_xG_per_game,GA_per_game,GD_per_game,shots_per_game,shotsOnTarget_per_game,corners_per_game,win_ratio,drawn_ratio,loss_ratio,ht_win_ratio,ht_drawn_ratio,ht_lost_ratio,ht_ft_win_ratio
2020,"Serie A",Crotone,38,6,5,27,6,13,19,4,45,92,-47,0.61,1.18,1.04,1.14,2.42,-1.2368,9.61,3.24,3.63,0.1579,0.1316,0.7105,0.16,0.34,0.50,0.11
2019,Bundesliga,Paderborn,34,4,8,22,4,12,18,2,37,74,-37,0.59,1.09,1.13,0.96,2.18,-1.0882,12.68,3.79,5.18,0.1176,0.2353,0.6471,0.12,0.35,0.53,0.06
2016,"La Liga",Osasuna,38,4,10,24,5,14,19,0,40,94,-54,0.58,1.05,0.87,1.21,2.47,-1.4211,10.32,3.79,3.76,0.1053,0.2632,0.6316,0.13,0.37,0.50,0.00
2017,"La Liga","Las Palmas",38,5,7,26,4,19,15,2,24,74,-50,0.58,0.63,1,0.63,1.95,-1.3158,10.84,3.37,4.61,0.1316,0.1842,0.6842,0.11,0.50,0.39,0.05
2018,Bundesliga,Nuernberg,34,3,10,21,4,14,16,1,26,68,-42,0.56,0.76,1.04,0.74,2.00,-1.2353,10.62,3.06,4.44,0.0882,0.2941,0.6176,0.12,0.41,0.47,0.03
2019,"Premier League",Norwich,38,5,6,27,8,12,18,3,26,75,-49,0.55,0.68,0.98,0.7,1.97,-1.2895,10.76,3.42,4.26,0.1316,0.1579,0.7105,0.21,0.32,0.47,0.08
2017,"Serie A",Benevento,38,6,3,29,3,18,17,2,33,84,-51,0.55,0.87,1.01,0.86,2.21,-1.3421,12.34,3.87,4.34,0.1579,0.0789,0.7632,0.08,0.47,0.45,0.05
2020,"Ligue 1",Dijon,38,4,9,25,5,12,21,2,25,73,-48,0.55,0.66,0.84,0.78,1.92,-1.2632,9.21,2.45,3.84,0.1053,0.2368,0.6579,0.13,0.32,0.55,0.05
2016,"La Liga",Granada,38,4,8,26,6,15,17,4,30,82,-52,0.53,0.79,0.78,1.01,2.16,-1.3684,10.08,3.29,3.89,0.1053,0.2105,0.6842,0.16,0.39,0.45,0.11
2014,"La Liga",Cordoba,38,3,11,24,6,14,18,3,22,68,-46,0.53,0.58,0.78,0.74,1.79,-1.2105,10.24,3.08,4.08,0.0789,0.2895,0.6316,0.16,0.37,0.47,0.08
2017,"La Liga",Malaga,38,5,5,28,6,18,14,4,24,61,-37,0.53,0.63,0.94,0.67,1.61,-0.9737,10.53,3.00,4.00,0.1316,0.1316,0.7368,0.16,0.47,0.37,0.11
2018,"Serie A",Chievo,38,2,14,22,4,17,17,0,25,75,-50,0.53,0.66,0.96,0.69,1.97,-1.3158,10.24,3.11,3.45,0.0526,0.3684,0.5789,0.11,0.45,0.45,0.00
2019,"Serie A","SPAL 2013",38,5,5,28,6,15,17,1,27,77,-50,0.53,0.71,1.03,0.69,2.03,-1.3158,12.32,3.29,4.16,0.1316,0.1316,0.7368,0.16,0.39,0.45,0.03
2020,"Serie A","Parma Calcio 1913",38,3,11,24,9,13,16,3,39,83,-44,0.53,1.03,1.13,0.91,2.18,-1.1579,10.50,3.42,4.05,0.0789,0.2895,0.6316,0.24,0.34,0.42,0.08
2020,Bundesliga,"Schalke 04",34,3,7,24,5,11,18,2,25,86,-61,0.47,0.74,0.81,0.9,2.53,-1.7941,8.88,2.50,3.65,0.0882,0.2059,0.7059,0.15,0.32,0.53,0.06
2015,"Ligue 1",Troyes,38,3,9,26,3,13,22,1,28,83,-55,0.47,0.74,0.96,0.77,2.18,-1.4474,11.76,4.00,5.42,0.0789,0.2368,0.6842,0.08,0.34,0.58,0.03
2019,"Ligue 1",Toulouse,28,3,4,21,2,12,14,0,22,58,-36,0.46,0.79,1.12,0.7,2.07,-1.2857,11.29,3.46,4.39,0.1071,0.1429,0.7500,0.07,0.43,0.50,0.00
2015,"Premier League","Aston Villa",38,3,8,27,4,14,20,1,27,76,-49,0.45,0.71,0.7,1.02,2.00,-1.2895,10.00,2.89,4.39,0.0789,0.2105,0.7105,0.11,0.37,0.53,0.03
2018,"Premier League",Huddersfield,38,3,7,28,4,13,21,2,22,76,-54,0.42,0.58,0.76,0.76,2.00,-1.4211,10.55,3.11,4.26,0.0789,0.1842,0.7368,0.11,0.34,0.55,0.05
2016,"Serie A",Pescara,38,2,9,27,5,15,18,2,35,83,-48,0.39,0.92,1.13,0.81,2.18,-1.2632,11.66,3.76,4.82,0.0526,0.2368,0.7105,0.13,0.39,0.47,0.05
